Text Inputs : Specimen label,"2.116"
General : Start Date,1/28/2011 1:01 PM
General : End Date,1/28/2011 1:03 PM
81.20000,-0.13535,0.00041
81.29999,-0.13551,-0.00002
81.40000,-0.13568,0.00193
81.50000,-0.13584,-0.00453
81.60000,-0.13601,-0.00190
81.70000,-0.13617,-0.00032
81.79999,-0.13634,-0.00038
81.90000,-0.13651,-0.00402
82.00000,-0.13668,-0.00031
82.10000,-0.13685,-0.00151
82.20000,-0.13702,-0.00160
82.29999,-0.13719,-0.00041
82.40000,-0.13735,-0.00165
82.50000,-0.13751,0.00115
82.60000,-0.13768,0.00127
82.70000,-0.13784,-0.00236
82.79999,-0.13801,-0.00488
82.90000,-0.13818,-0.00507
83.00000,-0.13834,-0.00443
83.10000,-0.13851,0.00059
83.20000,-0.13868,0.00054
83.29999,-0.13885,-0.00118
83.40000,-0.13902,0.00037
83.50000,-0.13919,0.00052
83.60000,-0.13935,-0.00071
83.70000,-0.13951,-0.00360
83.79999,-0.13968,-0.00416
83.90000,-0.13985,-0.00312
84.00000,-0.14002,0.00059
84.10000,-0.14018,-0.00395
84.20000,-0.14035,-0.00145
84.29999,-0.14051,-0.00162
84.40000,-0.14068,-0.00334
84.50000,-0.14085,-0.00161
84.60000,-0.14102,-0.00328
84.70000,-0.14119,-0.00566
84.79999,-0.14135,-0.00360
84.90000,-0.14151,0.00077
85.00000,-0.14168,-0.00140
85.10000,-0.14185,-0.00207
85.20000,-0.14201,0.00147
85.29999,-0.14218,-0.00114
85.40000,-0.14234,-0.00041
85.50000,-0.14251,0.00019
85.60000,-0.14268,-0.00264
85.70000,-0.14285,0.00076
85.79999,-0.14302,0.00349
85.90000,-0.14318,-0.00299
86.00000,-0.14335,-0.00021
86.10000,-0.14351,0.00403
86.20000,-0.14368,0.00131
86.29999,-0.14385,0.00078
86.40000,-0.14402,-0.00146
86.50000,-0.14418,-0.00311
86.60000,-0.14435,-0.00248
86.70000,-0.14451,0.00238
86.79999,-0.14468,-0.00271
86.90000,-0.14485,0.00051
87.00000,-0.14502,0.00193
87.10000,-0.14519,-0.00318
87.20000,-0.14535,0.00270
87.29999,-0.14552,-0.00476
87.40000,-0.14569,-0.00433
87.50000,-0.14585,-0.00452
87.60000,-0.14602,0.00153
87.70000,-0.14618,-0.00056
87.79999,-0.14635,-0.00044
87.90000,-0.14652,0.00531
88.00000,-0.14668,-0.00137
88.10000,-0.14686,-0.00104
88.20000,-0.14702,-0.00548
88.29999,-0.14719,-0.00406
88.40000,-0.14735,-0.00094
88.50000,-0.14752,-0.00004
88.60000,-0.14769,-0.00281
88.70000,-0.14785,0.00004
88.79999,-0.14802,0.00145
88.90000,-0.14818,-0.00171
89.00000,-0.14835,-0.00270
89.10000,-0.14851,-0.00472
89.20000,-0.14868,-0.00246
89.29999,-0.14885,-0.00229
89.40000,-0.14902,0.00296
89.50000,-0.14919,0.00001
89.60000,-0.14935,0.00069
89.70000,-0.14951,0.00050
89.79999,-0.14968,-0.00029
89.90000,-0.14984,-0.00210
90.00000,-0.15001,0.00068
90.10000,-0.15017,-0.00069
90.20000,-0.15034,-0.00225
90.29999,-0.15050,0.00540
90.40000,-0.15067,-0.00310
90.50000,-0.15084,0.00140
90.60000,-0.15101,0.00266
90.70000,-0.15118,-0.00001
90.79999,-0.15134,-0.00181
90.89999,-0.15151,-0.00651
91.00000,-0.15168,-0.00060
91.10000,-0.15184,-0.00099
91.20000,-0.15201,0.00112
91.29999,-0.15217,-0.00291
91.39999,-0.15234,-0.00236
91.50000,-0.15251,-0.00124
91.60000,-0.15267,0.00030
91.70000,-0.15285,-0.00015
91.79999,-0.15301,-0.00315
91.89999,-0.15318,-0.00538
92.00000,-0.15334,-0.00034
92.10000,-0.15351,0.00172
92.20000,-0.15367,-0.00235
92.29999,-0.15384,-0.00025
92.39999,-0.15401,0.00210
92.50000,-0.15417,-0.00100
92.60000,-0.15434,-0.00512
92.70000,-0.15450,-0.00268
92.79999,-0.15467,-0.00465
92.89999,-0.15485,-0.00198
93.00000,-0.15501,0.00142
93.10000,-0.15518,-0.00156
93.20000,-0.15534,0.00484
93.29999,-0.15551,-0.00099
93.39999,-0.15568,0.00253
93.50000,-0.15584,-0.00311
93.60000,-0.15601,-0.00411
93.70000,-0.15617,-0.00246
93.79999,-0.15634,-0.00213
93.89999,-0.15651,0.00163
94.00000,-0.15667,-0.00250
94.10000,-0.15685,0.00397
94.20000,-0.15701,0.00044
94.29999,-0.15718,-0.00459
94.39999,-0.15735,-0.00173
94.50000,-0.15751,-0.00107
94.60000,-0.15768,-0.00266
94.70000,-0.15784,-0.00212
94.79999,-0.15801,-0.00336
94.89999,-0.15817,-0.00422
95.00000,-0.15834,-0.00129
95.10000,-0.15851,0.00555
95.20000,-0.15867,-0.00372
95.29999,-0.15884,-0.00207
95.39999,-0.15901,-0.00425
95.50000,-0.15918,-0.00436
95.60000,-0.15934,-0.00260
95.70000,-0.15951,0.00145
95.79999,-0.15968,-0.00178
95.89999,-0.15984,0.00245
96.00000,-0.16001,-0.00188
96.10000,-0.16017,0.00135
96.20000,-0.16034,-0.00382
96.29999,-0.16051,-0.00720
96.39999,-0.16068,-0.00504
96.50000,-0.16085,-0.00264
96.60000,-0.16101,0.00037
96.70000,-0.16118,-0.00293
96.79999,-0.16135,-0.00046
96.89999,-0.16151,0.00148
97.00000,-0.16168,0.00012
97.10000,-0.16184,-0.00167
97.20000,-0.16201,-0.00655
97.29999,-0.16217,-0.00873
97.39999,-0.16234,-0.00101
97.50000,-0.16251,-0.00262
97.60000,-0.16268,-0.00295
97.70000,-0.16285,-0.00199
97.79999,-0.16301,-0.00128
97.89999,-0.16319,-0.00172
98.00000,-0.16335,-0.00208
98.10000,-0.16351,-0.00481
98.20000,-0.16368,-0.00290
98.29999,-0.16384,-0.00747
98.39999,-0.16401,0.00222
98.50000,-0.16417,0.00002
98.60000,-0.16434,0.00040
98.70000,-0.16450,-0.00143
98.79999,-0.16468,-0.00001
98.89999,-0.16485,-0.00421
99.00000,-0.16501,-0.00741
99.10000,-0.16518,-0.00757
99.20000,-0.16535,-0.00679
99.29999,-0.16551,0.00250
99.39999,-0.16567,-0.00165
99.50000,-0.16584,0.00387
99.60000,-0.16601,0.00213
99.70000,-0.16617,-0.00267
99.79999,-0.16634,-0.00693
99.89999,-0.16650,-0.00573
100.00000,-0.16667,-0.00601
100.10000,-0.16684,-0.00632
100.20000,-0.16700,0.00143
100.29999,-0.16717,-0.00227
100.39999,-0.16734,-0.00162
100.50000,-0.16751,0.00119
100.60000,-0.16767,-0.00384
100.70000,-0.16784,-0.00010
100.79999,-0.16800,-0.00587
100.89999,-0.16817,-0.00883
101.00000,-0.16834,-0.00197
101.10000,-0.16850,-0.00372
101.20000,-0.16867,-0.00387
101.29999,-0.16884,-0.00225
101.39999,-0.16901,-0.00118
101.50000,-0.16918,-0.00467
101.60000,-0.16934,-0.00468
101.70000,-0.16951,-0.00574
101.79999,-0.16968,-0.00917
101.89999,-0.16984,-0.00470
102.00000,-0.17001,-0.00268
102.10000,-0.17017,-0.00317
102.20000,-0.17034,-0.00310
102.29999,-0.17050,-0.00036
102.39999,-0.17067,-0.00361
102.50000,-0.17084,-0.00117
102.60000,-0.17100,-0.00983
102.70000,-0.17117,-0.00644
102.79999,-0.17134,-0.00604
102.89999,-0.17151,0.00058
103.00000,-0.17167,-0.00386
103.10000,-0.17184,-0.00048
103.20000,-0.17201,-0.00171
103.29999,-0.17217,-0.00292
103.39999,-0.17234,-0.00426
103.50000,-0.17250,-0.00784
103.60000,-0.17268,-0.00921
103.70000,-0.17284,-0.00361
103.79999,-0.17301,-0.00143
103.89999,-0.17318,-0.00415
104.00000,-0.17334,-0.00145
104.10000,-0.17351,-0.00111
104.20000,-0.17368,-0.00395
104.29999,-0.17384,-0.00408
104.39999,-0.17401,-0.00458
104.50000,-0.17417,-0.01068
104.60000,-0.17434,-0.00513
104.70000,-0.17450,-0.00388
104.79999,-0.17467,-0.00208
104.89999,-0.17484,0.00045
105.00000,-0.17501,-0.00071
105.10000,-0.17518,-0.00108
105.20000,-0.17534,-0.00344
105.29999,-0.17551,-0.00756
105.39999,-0.17568,-0.00524
105.50000,-0.17584,-0.00434
105.60000,-0.17601,0.00007
105.70000,-0.17617,-0.00512
105.79999,-0.17634,0.00027
105.89999,-0.17651,-0.00063
106.00000,-0.17668,-0.00131
106.10000,-0.17684,-0.00203
106.20000,-0.17701,-0.00592
106.29999,-0.17718,-0.00548
106.39999,-0.17735,-0.00341
106.50000,-0.17751,-0.00237
106.60000,-0.17768,-0.00636
106.70000,-0.17785,-0.00293
106.79999,-0.17801,-0.00451
106.89999,-0.17817,-0.01020
107.00000,-0.17834,-0.02196
107.10000,-0.17851,-0.04549
107.20000,-0.17868,-0.07180
107.29999,-0.17884,-0.09622
107.39999,-0.17901,-0.12144
107.50000,-0.17918,-0.15701
107.60000,-0.17934,-0.18200
107.70000,-0.17951,-0.20862
107.79999,-0.17968,-0.23876
107.89999,-0.17984,-0.27033
108.00000,-0.18001,-0.30660
108.10000,-0.18017,-0.33673
108.20000,-0.18034,-0.36551
108.29999,-0.18051,-0.39969
108.39999,-0.18068,-0.43947
108.50000,-0.18085,-0.47905
108.60000,-0.18101,-0.51460
108.70000,-0.18118,-0.56102
108.79999,-0.18135,-0.60018
108.89999,-0.18151,-0.63937
109.00000,-0.18167,-0.69687
109.10000,-0.18184,-0.73449
109.20000,-0.18201,-0.79719
109.29999,-0.18217,-0.85403
109.39999,-0.18234,-0.91562
109.50000,-0.18251,-0.99325
109.60000,-0.18268,-1.05755
109.70000,-0.18284,-1.13432
109.79980,-0.18301,-1.20239
109.79999,-0.18301,-1.20239
109.89999,-0.18318,-1.27682
110.00000,-0.18334,-1.32616
110.10000,-0.18351,-1.39740
110.20000,-0.18367,-1.46252
110.29999,-0.18384,-1.52513
110.39999,-0.18400,-1.60137
110.50000,-0.18417,-1.67478
110.60000,-0.18434,-1.76586
110.70000,-0.18450,-1.85521
110.79999,-0.18468,-1.94731
110.89999,-0.18484,-2.02303
111.00000,-0.18501,-2.10164
111.10000,-0.18518,-2.17885
111.20000,-0.18534,-2.25882
111.29999,-0.18550,-2.32885
111.39999,-0.18567,-2.41545
111.44280,-0.18574,-2.44749
111.50000,-0.18584,-2.49879
111.60000,-0.18601,-2.60151
111.70000,-0.18617,-2.69827
111.79999,-0.18634,-2.79063
111.89999,-0.18650,-2.91057
112.00000,-0.18668,-3.00342
112.10000,-0.18684,-3.11876
112.20000,-0.18701,-3.20145
112.29999,-0.18718,-3.29830
112.39999,-0.18734,-3.39119
112.50000,-0.18751,-3.47188
112.60000,-0.18768,-3.56503
112.70000,-0.18785,-3.62863
112.73080,-0.18790,-3.65376
112.79999,-0.18801,-3.72674
112.89999,-0.18817,-3.82620
113.00000,-0.18834,-3.94585
113.10000,-0.18850,-4.06340
113.20000,-0.18868,-4.17608
113.29999,-0.18884,-4.30288
113.39999,-0.18901,-4.40062
113.50000,-0.18918,-4.51296
113.60000,-0.18934,-4.60413
113.70000,-0.18951,-4.70445
113.79999,-0.18967,-4.81773
113.89999,-0.18984,-4.92865
113.94580,-0.18992,-4.98731
114.00000,-0.19001,-5.04323
114.10000,-0.19017,-5.15918
114.20000,-0.19034,-5.29633
114.29999,-0.19051,-5.44038
114.39999,-0.19068,-5.56622
114.50000,-0.19084,-5.66790
114.60000,-0.19101,-5.77454
114.70000,-0.19118,-5.88350
114.79999,-0.19134,-6.01425
114.89999,-0.19151,-6.11398
114.92980,-0.19156,-6.15054
115.00000,-0.19167,-6.24836
115.10000,-0.19184,-6.35942
115.20000,-0.19201,-6.49237
115.29999,-0.19217,-6.63671
115.39999,-0.19234,-6.77095
115.50000,-0.19250,-6.93747
115.60000,-0.19268,-7.08809
115.70000,-0.19284,-7.26052
115.79780,-0.19301,-7.38464
115.79999,-0.19301,-7.38983
115.89999,-0.19318,-7.53590
116.00000,-0.19334,-7.65853
116.10000,-0.19351,-7.79696
116.20000,-0.19368,-7.95027
116.29999,-0.19385,-8.08950
116.39999,-0.19401,-8.25744
116.50000,-0.19418,-8.41030
116.60000,-0.19435,-8.59084
116.66280,-0.19445,-8.69085
116.70000,-0.19451,-8.75731
116.79999,-0.19468,-8.93741
116.89999,-0.19485,-9.10693
117.00000,-0.19502,-9.26992
117.10000,-0.19518,-9.40208
117.20000,-0.19535,-9.34101
117.29999,-0.19551,-9.46360
117.39999,-0.19567,-9.59847
117.50000,-0.19584,-9.72396
117.60000,-0.19601,-9.86433
117.62980,-0.19606,-9.90715
117.70000,-0.19617,-10.02365
117.79999,-0.19633,-10.18469
117.89999,-0.19650,-10.40020
118.00000,-0.19667,-10.57425
118.10000,-0.19684,-10.74729
118.20000,-0.19701,-10.91095
118.29999,-0.19718,-11.04284
118.36080,-0.19728,-11.12611
118.39999,-0.19734,-11.20403
118.50000,-0.19751,-11.33342
118.60000,-0.19768,-11.50148
118.70000,-0.19784,-11.64453
118.79999,-0.19801,-11.81504
118.89999,-0.19817,-11.97981
119.00000,-0.19834,-12.13362
119.10000,-0.19851,-12.33646
119.14180,-0.19858,-12.39110
119.20000,-0.19868,-12.49483
119.29999,-0.19885,-12.65101
119.39999,-0.19901,-12.77748
119.50000,-0.19918,-12.93610
119.60000,-0.19935,-13.08233
119.70000,-0.19951,-13.22591
119.79999,-0.19968,-13.37641
119.89999,-0.19984,-13.52043
120.00000,-0.20000,-13.68485
120.01180,-0.20002,-13.70559
120.10000,-0.20017,-13.85019
120.20000,-0.20034,-14.05134
120.29999,-0.20050,-14.24773
120.39999,-0.20067,-14.44363
120.50000,-0.20084,-14.63213
120.60000,-0.20101,-14.81242
120.66880,-0.20113,-14.92195
120.70000,-0.20118,-14.97384
120.79999,-0.20134,-15.13485
120.89999,-0.20151,-15.30128
121.00000,-0.20167,-15.46072
121.10000,-0.20184,-15.63983
121.20000,-0.20200,-15.80502
121.29999,-0.20217,-16.01453
121.36880,-0.20229,-16.12988
121.39999,-0.20233,-16.18857
121.50000,-0.20250,-16.40207
121.60000,-0.20267,-16.59845
121.70000,-0.20284,-16.77986
121.79999,-0.20301,-16.94798
121.89999,-0.20318,-17.08565
122.00000,-0.20334,-17.25810
122.09680,-0.20350,-17.38206
122.10000,-0.20350,-17.38914
122.20000,-0.20367,-17.57088
122.29999,-0.20384,-17.72841
122.39999,-0.20400,-17.87361
122.50000,-0.20417,-18.01653
122.60000,-0.20433,-18.16984
122.70000,-0.20450,-18.37489
122.79999,-0.20467,-18.54444
122.88080,-0.20481,-18.69844
122.89999,-0.20484,-18.73747
123.00000,-0.20501,-18.90782
123.10000,-0.20517,-19.07530
123.20000,-0.20534,-19.23906
123.29999,-0.20551,-19.41667
123.39999,-0.20567,-19.57363
123.50000,-0.20583,-19.75045
123.59380,-0.20599,-19.92960
123.60000,-0.20600,-19.94349
123.70000,-0.20617,-20.15916
123.79999,-0.20634,-20.36743
123.89999,-0.20650,-20.57438
124.00000,-0.20667,-20.78689
124.10000,-0.20684,-20.93846
124.20000,-0.20701,-21.12418
124.21680,-0.20704,-21.13117
124.29999,-0.20718,-21.26149
124.39999,-0.20734,-21.39749
124.50000,-0.20750,-21.53310
124.60000,-0.20767,-21.69126
124.70000,-0.20784,-21.84402
124.79999,-0.20801,-21.93864
124.89999,-0.20818,-22.12173
125.00000,-0.20833,-22.29069
125.02680,-0.20838,-22.34826
125.10000,-0.20851,-22.54265
125.20000,-0.20867,-22.76807
125.29999,-0.20884,-22.98065
125.39999,-0.20901,-23.17857
125.50000,-0.20918,-23.34356
125.60000,-0.20934,-23.52215
125.69480,-0.20950,-23.67735
125.70000,-0.20951,-23.68971
125.79999,-0.20967,-23.88594
125.89999,-0.20985,-24.07800
126.00000,-0.21000,-24.27750
126.10000,-0.21017,-24.49195
126.20000,-0.21034,-24.72015
126.29999,-0.21050,-24.95227
126.30580,-0.21051,-24.96568
126.39999,-0.21067,-25.17030
126.50000,-0.21085,-25.38734
126.60000,-0.21101,-25.56795
126.70000,-0.21118,-25.74821
126.79999,-0.21135,-25.92378
126.89999,-0.21151,-26.10714
126.91680,-0.21154,-26.12282
127.00000,-0.21168,-26.26815
127.10000,-0.21184,-26.43764
127.20000,-0.21201,-26.62556
127.29999,-0.21217,-26.83572
127.39999,-0.21233,-27.07024
127.50000,-0.21250,-27.30472
127.52980,-0.21255,-27.36913
127.60000,-0.21267,-27.54899
127.70000,-0.21284,-27.74101
127.79999,-0.21301,-27.95098
127.89999,-0.21318,-28.08519
128.00000,-0.21334,-28.24435
128.09999,-0.21351,-28.43726
128.20000,-0.21367,-28.58940
128.20279,-0.21368,-28.59206
128.30000,-0.21384,-28.80405
128.39999,-0.21401,-28.97735
128.50000,-0.21417,-29.19237
128.59999,-0.21433,-29.39620
128.70000,-0.21450,-29.62313
128.80000,-0.21466,-29.82673
128.84880,-0.21475,-29.90668
128.89999,-0.21483,-30.00004
129.00000,-0.21500,-30.19084
129.09999,-0.21517,-30.35199
129.20000,-0.21534,-30.52981
129.30000,-0.21550,-30.68641
129.39999,-0.21567,-30.85656
129.50000,-0.21583,-30.98985
129.59999,-0.21600,-31.14634
129.65280,-0.21608,-31.24048
129.70000,-0.21616,-31.31123
129.80000,-0.21633,-31.49077
129.89999,-0.21649,-31.69343
130.00000,-0.21666,-31.89691
130.09999,-0.21684,-32.09873
130.20000,-0.21701,-32.26455
130.26579,-0.21711,-32.37200
130.30000,-0.21717,-32.44471
130.39999,-0.21734,-32.61185
130.50000,-0.21750,-32.81568
130.59999,-0.21767,-32.98150
130.70000,-0.21783,-33.19736
130.80000,-0.21800,-33.40486
130.88080,-0.21814,-33.60015
130.89999,-0.21817,-33.63937
131.00000,-0.21833,-33.89283
131.09998,-0.21850,-34.12635
131.20000,-0.21867,-34.40052
131.30000,-0.21884,-34.59875
131.40000,-0.21901,-34.84867
131.41080,-0.21903,-34.84345
131.50000,-0.21917,-35.04700
131.59998,-0.21935,-35.25858
131.70000,-0.21951,-35.48401
131.80000,-0.21967,-35.67874
131.90000,-0.21983,-35.87465
132.00000,-0.22000,-36.04445
132.02880,-0.22005,-36.12127
132.09998,-0.22017,-36.28843
132.20000,-0.22034,-36.49749
132.30000,-0.22050,-36.69532
132.40000,-0.22067,-36.97747
132.50000,-0.22084,-37.21020
132.59998,-0.22101,-37.44263
132.61080,-0.22103,-37.45272
132.70000,-0.22118,-37.65002
132.80000,-0.22135,-37.78844
132.90000,-0.22151,-37.95868
133.00000,-0.22169,-38.01144
133.09998,-0.22184,-37.89056
133.20000,-0.22200,-37.89158
133.30000,-0.22218,-38.02364
133.40000,-0.22234,-38.13850
133.50000,-0.22251,-38.29930
133.59998,-0.22268,-38.53446
133.63780,-0.22274,-38.60554
133.70000,-0.22284,-38.74508
133.80000,-0.22302,-38.96385
133.90000,-0.22318,-39.18632
134.00000,-0.22335,-39.38976
134.09998,-0.22352,-39.64749
134.19580,-0.22367,-39.80991
134.20000,-0.22368,-39.82207
134.30000,-0.22384,-40.05199
134.40000,-0.22400,-40.26444
134.50000,-0.22418,-40.52586
134.59998,-0.22434,-40.80288
134.69880,-0.22452,-41.07769
134.70000,-0.22452,-41.08072
134.80000,-0.22467,-41.37153
134.90000,-0.22485,-41.64220
135.00000,-0.22501,-41.86689
135.09998,-0.22518,-42.09327
135.20000,-0.22535,-42.31297
135.23280,-0.22540,-42.37845
135.30000,-0.22551,-42.55298
135.40000,-0.22568,-42.77726
135.50000,-0.22586,-43.03722
135.59998,-0.22600,-43.23108
135.70000,-0.22618,-43.52165
135.76180,-0.22628,-43.67996
135.80000,-0.22635,-43.82075
135.90000,-0.22652,-44.10864
136.00000,-0.22668,-44.37460
136.09998,-0.22685,-44.64525
136.20000,-0.22702,-44.88127
136.22780,-0.22706,-44.95887
136.30000,-0.22717,-45.12921
136.40000,-0.22736,-45.38834
136.50000,-0.22752,-45.61237
136.59998,-0.22769,-45.83751
136.70000,-0.22785,-46.07445
136.70480,-0.22785,-46.08246
136.80000,-0.22801,-46.34947
136.90000,-0.22818,-46.58867
137.00000,-0.22834,-46.89160
137.09998,-0.22850,-47.16870
137.15180,-0.22859,-47.31737
137.20000,-0.22867,-47.49403
137.30000,-0.22885,-47.77645
137.40000,-0.22901,-48.01293
137.50000,-0.22918,-48.27573
137.59998,-0.22935,-48.47186
137.62880,-0.22940,-48.55758
137.70000,-0.22951,-48.73063
137.80000,-0.22968,-48.93913
137.90000,-0.22984,-49.18986
138.00000,-0.23000,-49.44658
138.09998,-0.23017,-49.72818
138.13280,-0.23023,-49.82747
138.20000,-0.23033,-50.02625
138.30000,-0.23051,-50.31913
138.40000,-0.23067,-50.61083
138.50000,-0.23084,-50.88702
138.59998,-0.23101,-51.14289
138.60580,-0.23102,-51.14179
138.70000,-0.23116,-51.37276
138.80000,-0.23134,-51.62306
138.90000,-0.23150,-51.87702
139.00000,-0.23168,-52.12789
139.09998,-0.23183,-52.36153
139.13480,-0.23189,-52.43113
139.20000,-0.23200,-52.61128
139.30000,-0.23216,-52.88143
139.40000,-0.23233,-53.18087
139.50000,-0.23250,-53.48761
139.54880,-0.23259,-53.64810
139.59998,-0.23266,-53.78031
139.70000,-0.23284,-54.08819
139.80000,-0.23300,-54.32410
139.90000,-0.23317,-54.57473
140.00000,-0.23334,-54.79817
140.02280,-0.23337,-54.86042
140.09998,-0.23349,-55.02766
140.20000,-0.23367,-55.28384
140.30000,-0.23383,-55.53128
140.40000,-0.23400,-55.80327
140.49880,-0.23416,-56.05851
140.50000,-0.23417,-56.06184
140.59998,-0.23433,-56.36327
140.70000,-0.23450,-56.67038
140.80000,-0.23467,-56.98185
140.90000,-0.23483,-57.24546
140.94580,-0.23491,-57.33398
141.00000,-0.23500,-57.49089
141.09998,-0.23517,-57.75975
141.20000,-0.23534,-57.98318
141.30000,-0.23550,-58.24000
141.40000,-0.23568,-58.46596
141.47880,-0.23580,-58.63205
141.50000,-0.23584,-58.69632
141.59998,-0.23600,-58.96302
141.70000,-0.23617,-59.21970
141.80000,-0.23633,-59.51275
141.90000,-0.23650,-59.82504
141.93480,-0.23656,-59.93488
142.00000,-0.23667,-60.13084
142.09998,-0.23684,-60.42230
142.20000,-0.23701,-60.69347
142.30000,-0.23716,-60.91128
142.39180,-0.23733,-61.15508
142.40000,-0.23734,-61.18022
142.50000,-0.23750,-61.39815
142.59998,-0.23766,-61.63184
142.70000,-0.23783,-61.86533
142.80000,-0.23800,-62.15608
142.86480,-0.23811,-62.32011
142.90000,-0.23817,-62.43135
143.00000,-0.23834,-62.71432
143.09998,-0.23850,-63.04558
143.20000,-0.23867,-63.31539
143.28580,-0.23882,-63.55146
143.30000,-0.23885,-63.62333
143.40000,-0.23901,-63.84481
143.50000,-0.23917,-64.08843
143.59998,-0.23934,-64.30196
143.70000,-0.23951,-64.51638
143.80000,-0.23968,-64.76015
143.84480,-0.23975,-64.84703
143.90000,-0.23984,-64.95006
144.00000,-0.24001,-65.22610
144.09998,-0.24018,-65.46478
144.20000,-0.24034,-65.75778
144.30000,-0.24049,-66.01932
144.32380,-0.24054,-66.10506
144.40000,-0.24067,-66.35682
144.50000,-0.24085,-66.65275
144.59998,-0.24100,-66.87103
144.70000,-0.24118,-67.13760
144.80000,-0.24134,-67.34058
144.85880,-0.24142,-67.44996
144.90000,-0.24150,-67.57160
145.00000,-0.24168,-67.82705
145.09998,-0.24184,-68.05970
145.20000,-0.24201,-68.31373
145.30000,-0.24217,-68.59123
145.34180,-0.24223,-68.67818
145.40000,-0.24233,-68.84948
145.50000,-0.24249,-69.15414
145.59998,-0.24267,-69.45264
145.70000,-0.24285,-69.74812
145.73880,-0.24291,-69.84701
145.80000,-0.24301,-69.99446
145.90000,-0.24318,-70.22691
146.00000,-0.24334,-70.47564
146.09998,-0.24350,-70.66979
146.20000,-0.24367,-70.93368
146.26980,-0.24379,-71.07546
146.30000,-0.24383,-71.13624
146.40000,-0.24400,-71.39529
146.50000,-0.24417,-71.66496
146.59998,-0.24433,-71.93991
146.70000,-0.24450,-72.24618
146.71880,-0.24453,-72.28711
146.80000,-0.24467,-72.51721
146.90000,-0.24483,-72.81011
147.00000,-0.24500,-73.04950
147.09998,-0.24517,-73.28020
147.20000,-0.24534,-73.50416
147.25180,-0.24542,-73.60066
147.30000,-0.24550,-73.71245
147.40000,-0.24567,-73.93943
147.50000,-0.24583,-74.17258
147.59998,-0.24600,-74.40805
147.70000,-0.24617,-74.66185
147.80000,-0.24633,-74.91969
147.80880,-0.24634,-74.94473
147.90000,-0.24650,-75.19760
148.00000,-0.24666,-75.45765
148.09998,-0.24683,-75.67714
148.20000,-0.24700,-75.90452
148.29580,-0.24718,-75.79114
148.29680,-0.24720,-75.49604
148.29780,-0.24722,-74.99324
148.29880,-0.24725,-74.27233
148.29980,-0.24727,-73.34416
148.30000,-0.24727,-73.34416
148.30080,-0.24729,-72.22666
148.30180,-0.24731,-70.93903
148.30280,-0.24732,-69.50185
148.30380,-0.24732,-67.93500
148.30480,-0.24732,-66.25731
148.30580,-0.24732,-64.48576
148.30680,-0.24732,-62.63301
148.30780,-0.24731,-60.70922
148.30880,-0.24731,-58.72460
148.30980,-0.24730,-56.68936
148.31080,-0.24730,-54.61458
148.31180,-0.24730,-52.51173
148.31280,-0.24730,-50.39140
148.31380,-0.24730,-48.26313
148.31478,-0.24731,-46.13535
148.31580,-0.24731,-44.01588
148.31680,-0.24732,-41.91231
148.31780,-0.24733,-39.83221
148.31880,-0.24734,-37.78301
148.31980,-0.24735,-35.77089
148.32080,-0.24737,-33.80000
148.32180,-0.24738,-31.87305
148.32280,-0.24740,-29.99228
148.32380,-0.24742,-28.15984
148.32480,-0.24744,-26.37788
148.32580,-0.24746,-24.64852
148.32680,-0.24749,-22.97362
148.32780,-0.24751,-21.35494
148.32880,-0.24754,-19.79398
148.32980,-0.24756,-18.29199
148.33080,-0.24759,-16.85012
148.33180,-0.24761,-15.46926
148.33280,-0.24764,-14.14975
148.33380,-0.24766,-12.89111
148.33480,-0.24769,-11.69239
148.33580,-0.24771,-10.55268
148.33680,-0.24774,-9.47121
148.33780,-0.24776,-8.44737
148.33880,-0.24778,-7.48084
148.33980,-0.24781,-6.57117
148.34080,-0.24783,-5.71720
148.34180,-0.24785,-4.91701
148.34278,-0.24787,-4.16840
148.34380,-0.24789,-3.46935
148.34480,-0.24791,-2.81816
148.34580,-0.24793,-2.21329
148.34680,-0.24795,-1.65315
148.34780,-0.24797,-1.13597
148.34880,-0.24798,-0.65992
148.34980,-0.24800,-0.22312
148.35080,-0.24801,0.17622
148.35180,-0.24802,0.53983
148.35280,-0.24804,0.86938
148.35380,-0.24805,1.16645
148.40000,-0.24813,0.50067
148.50000,-0.24803,-0.22506
148.59998,-0.24795,-0.18102
148.70000,-0.24794,-0.16666
148.80000,-0.24795,-0.16283
148.90000,-0.24799,-0.15178
149.00000,-0.24811,-0.15155
149.09998,-0.24831,-0.17452
149.20000,-0.24854,-0.21829
149.30000,-0.24875,-0.25952
149.40000,-0.24894,-0.29676
149.50000,-0.24913,-0.32109
149.59998,-0.24931,-0.35323
149.70000,-0.24948,-0.38568
149.80000,-0.24966,-0.43533
149.90000,-0.24983,-0.48858
150.00000,-0.24999,-0.56325
150.09998,-0.25016,-0.66932
150.20000,-0.25032,-0.78354
150.30000,-0.25050,-0.91960
150.40000,-0.25065,-1.04655
150.50000,-0.25083,-1.18876
150.59998,-0.25100,-1.33228
150.70000,-0.25116,-1.47004
150.80000,-0.25133,-1.56713
150.90000,-0.25150,-1.69627
151.00000,-0.25167,-1.83986
151.09998,-0.25182,-1.97171
151.20000,-0.25200,-2.08202
151.30000,-0.25216,-2.34337
151.34980,-0.25224,-2.04228
151.40000,-0.25232,-2.50094
